side,size,result,pnl
B,70,L,-70
B,90,W,85.5
B,70,L,-70
B,90,L,-90
B,110,W,104.5
B,90,L,-90
B,110,T,0.0
B,110,W,104.5
B,90,L,-90
B,110,L,-110
B,130,T,0.0
B,130,T,0.0
B,130,W,123.5
B,130,W,123.5
