side,size,result,pnl
B,50,W,47.5
B,50,W,47.5
B,40,W,38.0
B,40,L,-40
B,50,W,47.5
B,40,W,38.0
B,40,T,0.0
B,40,W,38.0
B,40,W,38.0
B,40,L,-40
B,50,L,-50
B,60,W,57.0
B,50,L,-50
B,60,W,57.0
B,50,L,-50
B,60,W,57.0
B,50,L,-50
B,60,W,57.0
B,60,L,-60
B,80,L,-80
B,100,L,-100
P,120,L,-120
B,140,W,133.0
P,120,L,-120
B,140,W,133.0
B,120,L,-120
B,140,L,-140
B,160,W,152.0
B,140,W,133.0
B,120,L,-120
B,140,W,133.0
B,120,L,-120
B,140,W,133.0
B,140,W,133.0
