Strategy,Description,Total Bets,Win Rate,Total Profit,Commission Paid,Sharpe Ratio,Sortino Ratio,Max Consecutive Wins,Max Consecutive Losses,Betting Frequency %,Lines Completed,Lines Active,Total Lines,Completion Rate %,Profit Per Line,Profit Per Bet,Profit Per Completed Line
neural_oscillator,Default parameters,2974,52.66,12288.7,1626.3,0.06,0.086,6,8,100.0,140,2,142,98.59,86.54,4.13,87.78
