side,size,result,pnl
B,50,W,47.5
B,50,L,-50
B,60,L,-60
B,70,W,66.5
B,60,W,57.0
B,50,L,-50
B,60,L,-60
B,70,W,66.5
B,60,W,57.0
B,50,W,47.5
B,50,L,-50
B,60,W,57.0
