side,size,result,pnl
P,50,T,0.0
B,50,W,47.5
P,50,W,50
B,40,L,-40
P,50,W,50
B,40,L,-40
P,50,L,-50
B,60,T,0.0
P,60,L,-60
B,70,L,-70
P,80,L,-80
B,90,W,85.5
