Strategy,Description,Total Bets,Win Rate,Total Profit,Commission Paid,Sharpe Ratio,Sortino Ratio,Max Consecutive Wins,Max Consecutive Losses,Betting Frequency %,Lines Completed,Lines Active,Total Lines,Completion Rate %,Profit Per Line,Profit Per Bet,Profit Per Completed Line
neural_oscillator,Default parameters,22,59.09,230.8,30.2,0.218,0.286,6,2,100.0,1,0,1,100.0,230.8,10.49,230.8
