Strategy,Description,Total Bets,Win Rate,Total Profit,Commission Paid,Sharpe Ratio,Sortino Ratio,Max Consecutive Wins,Max Consecutive Losses,Betting Frequency %,Lines Completed,Lines Active,Total Lines,Completion Rate %,Profit Per Line,Profit Per Bet,Profit Per Completed Line
neural_oscillator,Default parameters,4337,53.07,17544.7,3706.3,0.047,0.067,9,9,100.0,120,22,142,84.51,123.55,4.05,146.21
