side,size,result,pnl
B,50,W,47.5
B,50,L,-50
B,60,L,-60
B,70,L,-70
P,80,L,-80
B,90,L,-90
P,100,W,100
B,90,T,0.0
P,90,W,90
B,80,L,-80
P,90,,0
