side,size,result,pnl
P,50,L,-50
P,50,L,-50
P,50,L,-50
B,50,W,47.5
P,60,W,60
B,60,W,57.0
P,50,W,50
B,50,W,47.5
P,50,T,0.0
P,50,L,-50
P,60,W,60
P,50,T,0.0
P,50,W,50
P,40,L,-40
P,50,L,-50
P,60,W,60
P,50,W,50
P,50,L,-50
P,60,L,-60
P,70,L,-70
B,80,L,-80
P,90,W,90
B,80,W,76.0
P,80,L,-80
P,100,L,-100
B,120,L,-120
P,140,L,-140
B,160,T,0.0
P,160,T,0.0
B,160,W,152.0
P,140,L,-140
B,160,L,-160
P,180,T,0.0
B,180,W,171.0
P,160,W,160
B,140,W,133.0
P,120,W,120
