side,size,result,pnl
P,60,W,60
P,50,W,50
P,40,L,-40
P,50,W,50
P,50,W,50
P,40,L,-40
P,50,L,-50
P,60,L,-60
B,70,W,66.5
P,60,W,60
B,50,W,47.5
P,50,T,0.0
B,50,T,0.0
P,50,W,50
B,40,W,38.0
P,40,L,-40
P,60,W,60
P,40,W,40
P,40,L,-40
P,60,L,-60
P,80,L,-80
B,100,W,95.0
P,80,W,80
B,60,L,-60
P,80,W,80
B,60,W,57.0
