side,size,result,pnl
P,50,L,-50
P,50,L,-50
B,50,W,47.5
P,60,W,60
B,50,W,47.5
P,50,L,-50
B,60,W,57.0
P,50,W,50
B,50,W,47.5
P,40,W,40
B,40,T,0.0
P,40,L,-40
B,50,W,47.5
P,40,L,-40
