Strategy,Description,Total Bets,Win Rate,Total Profit,Commission Paid,Sharpe Ratio,Sortino Ratio,Max Consecutive Wins,Max Consecutive Losses,Betting Frequency %,Lines Completed,Lines Active,Total Lines,Completion Rate %,Profit Per Line,Profit Per Bet,Profit Per Completed Line
neural_oscillator,Default parameters,52,40.0,-3923.95,95.95,-0.372,-0.454,6,6,100.0,0,1,1,0.0,-3923.95,-75.46,0
