side,size,result,pnl
B,230,W,218.5
B,210,W,199.5
B,180,W,171.0
B,170,W,161.5
B,170,T,0.0
B,170,L,-170
B,220,T,0.0
B,220,L,-220
B,270,W,256.5
B,220,L,-220
B,270,L,-270
B,320,W,304.0
B,280,L,-280
B,340,L,-340
B,400,T,0.0
B,400,W,380.0
B,350,W,332.5
B,300,W,285.0
B,260,W,247.0
B,220,W,209.0
