side,size,result,pnl
P,50,W,50
P,40,W,40
P,40,W,40
P,40,L,-40
P,50,L,-50
P,60,W,60
P,50,L,-50
P,60,W,60
P,50,W,50
P,40,W,40
P,40,T,0.0
P,40,W,40
P,40,L,-40
P,50,W,50
P,40,L,-40
P,50,W,50
P,40,T,0.0
P,40,L,-40
P,60,L,-60
P,80,W,80
P,60,W,60
P,40,W,40
P,40,L,-40
P,60,L,-60
P,80,T,0.0
P,80,W,80
P,60,L,-60
P,80,W,80
P,40,L,-40
P,80,L,-80
P,120,W,120
P,40,L,-40
P,80,W,80
P,0,,0
